CustomerID,CustomerName,EstimatedTime
C749,Ella,31
C101,Tom,31
C244,Bob,31
C252,Yara,31
C664,Paul,32
C438,Xander,32
C675,Yara,32
C760,Queenie,32
C495,Grace,32
C313,Wendy,32
C1029,Ray,32
C422,Ella,32
C676,Charlie,33
C668,Isla,33
C816,Yara,33
C428,Paul,34
C1046,Xander,34
C329,Xander,34
C308,Olivia,34
C647,Ella,34
C759,Bob,34
C955,Bob,34
C841,Bob,34
C904,Tom,34
C132,Frank,34
C781,Alice,34
C905,Isla,35
C603,Bob,35
C151,Olivia,35
C297,Grace,36
C739,Olivia,36
C724,Henry,36
C1015,Tom,36
C846,Karen,36
C626,Yara,36
C414,Xander,36
C874,Uma,36
C672,Jack,36
C756,Grace,36
C830,Charlie,36
C922,Henry,36
C552,Zack,37
C979,Charlie,37
C553,Yara,37
C392,David,37
C397,Charlie,37
C1006,Uma,37
C853,Olivia,37
C1019,Uma,37
C274,Henry,37
C442,Grace,37
C501,Zack,37
C943,Karen,37
C541,Olivia,38
C185,Wendy,38
C839,Paul,38
C265,Xander,38
C1028,Mona,38
C1030,Bob,38
C393,Ella,38
C175,David,38
C820,Olivia,38
C1039,Paul,38
C215,Isla,39
C740,David,39
C385,Jack,39
C711,Olivia,39
C543,Paul,39
C219,Tom,39
C237,David,39
C805,Wendy,39
C953,Tom,39
C342,Tom,39
C455,Victor,39
C752,Victor,39
C734,Frank,40
C426,Uma,40
C556,Tom,40
C542,Ella,40
C461,Wendy,40
C404,Karen,40
C347,Grace,40
C1088,Bob,41
C507,Alice,41
C571,Uma,41
C831,Olivia,41
C278,Charlie,41
C627,Grace,41
C403,Bob,42
C201,Olivia,42
C753,Ella,42
C216,David,42
C149,Nate,42
C172,Xander,42
C898,Leo,42
C1074,Jack,42
C609,Jack,42
C467,Alice,42
C445,Frank,42
C930,Zack,42
C181,Jack,43
C116,Ray,43
C572,Henry,43
C437,Grace,43
C135,Olivia,43
C728,Ella,43
C190,Paul,43
C235,Jack,43
C180,Xander,44
C164,Karen,44
C1002,Olivia,44
C525,David,44
C1070,Zack,44
C771,Yara,44
C1055,Paul,45
C483,Nate,45
C465,Zack,45
C1080,Jack,45
C348,Xander,45
C883,Jack,45
C1001,Zack,45
C211,Xander,46
C594,Charlie,46
C863,Mona,46
C1022,Frank,46
C660,Zack,46
C687,Yara,46
C204,Charlie,47
C492,Alice,47
C796,Leo,47
C401,Olivia,48
C506,Nate,48
C658,Ella,48
C1011,Ray,48
C410,Zack,48
C607,Alice,49
C772,Ella,49
C193,Uma,49
C365,Wendy,49
C584,Zack,49
C897,Alice,50
C197,Henry,50
C544,Xander,50
C145,Nate,50
C1093,Leo,50
C1072,Sara,50
C696,Yara,50
C1073,Uma,50
C400,Frank,50
C692,Olivia,50
C888,Tom,50
C568,Olivia,50
C535,Grace,50
C854,Sara,50
C778,Leo,50
C641,Yara,50
C550,Jack,50
C622,Bob,50
C166,Ray,51
C860,Mona,51
C322,Karen,51
C822,Mona,51
C825,Uma,52
C996,Ella,52
C480,Nate,52
C999,Queenie,52
C186,Queenie,52
C569,Mona,52
C474,Alice,53
C371,David,53
C916,Charlie,53
C774,Olivia,53
C1049,Ella,53
C605,Karen,53
C1050,Olivia,53
C324,Wendy,53
C432,Alice,53
C829,Xander,53
C934,Sara,53
C604,Ella,53
C875,Ella,53
C688,Henry,54
C689,Uma,54
C498,Mona,54
C258,Jack,54
C1041,Zack,54
C1035,Olivia,54
C407,Yara,54
C547,Yara,54
C823,Mona,54
C1033,Tom,54
C380,Charlie,54
C770,Paul,54
C840,Yara,54
C102,Karen,55
C1076,Charlie,55
C807,Uma,55
C472,Ella,55
C786,Bob,55
C285,Grace,55
C302,Wendy,55
C735,Queenie,55
C477,Alice,55
C283,Sara,55
C539,David,56
C496,Yara,56
C693,Leo,56
C262,Isla,56
C563,Nate,56
C926,Olivia,56
C763,Isla,56
C592,Victor,56
C439,Leo,56
C420,Mona,56
C223,Xander,56
C879,Bob,57
C115,Ray,57
C192,Queenie,57
C653,Mona,57
C995,Paul,57
C121,Alice,57
C1051,Charlie,57
C808,Wendy,57
C812,Karen,57
C670,Yara,58
C310,Bob,58
C681,Nate,58
C105,Olivia,58
C408,Isla,58
C896,Uma,58
C170,Charlie,58
C617,Wendy,58
C794,Leo,58
C610,Victor,58
C167,Tom,58
C448,Grace,58
C579,Yara,58
C870,Mona,59
C494,Grace,59
C284,Wendy,59
C557,Frank,59
C856,Olivia,59
C370,Paul,59
C382,Bob,59
C784,Bob,60
C849,Paul,60
C901,Nate,60
C1087,Victor,60
C261,Bob,60
C1052,Xander,61
C583,Wendy,61
C1043,Mona,61
C857,Queenie,61
C354,Paul,61
C716,Ella,61
C523,Nate,61
C765,Ella,62
C619,Zack,62
C1098,Grace,62
C416,Bob,62
C698,Sara,62
C990,Xander,62
C920,Henry,62
C221,Uma,63
C433,Jack,63
C217,Wendy,63
C827,Charlie,63
C578,Victor,63
C576,Olivia,63
C669,Zack,63
C679,Henry,63
C376,Mona,63
C885,Alice,63
C293,Yara,63
C238,Alice,63
C157,Frank,63
C1095,Alice,63
C273,Ray,64
C1037,David,64
C818,Tom,64
C577,Sara,64
C239,Karen,64
C158,Karen,64
C832,Queenie,64
C143,Paul,64
C992,Sara,64
C561,Frank,64
C528,Alice,64
C962,Jack,65
C275,Ella,65
C312,Xander,65
C636,Queenie,65
C1016,Isla,65
C516,Victor,65
C914,Henry,65
C902,Henry,65
C968,Paul,65
C933,Charlie,65
C1034,Frank,66
C950,Henry,66
C349,Ray,66
C1027,Zack,66
C127,Alice,66
C423,Wendy,66
C301,Xander,66
C915,Isla,66
C779,Yara,66
C782,Sara,66
C1012,David,66
C1090,Olivia,66
C1025,Sara,66
C1067,Ray,66
C122,Jack,66
C1014,Sara,67
C359,Tom,67
C154,Xander,67
C1078,Victor,67
C225,Nate,67
C977,Frank,67
C177,Charlie,67
C718,Olivia,67
C292,Victor,67
C850,Frank,68
C869,David,68
C721,Karen,68
C717,Nate,68
C974,Alice,68
C430,Olivia,68
C294,Ray,68
C458,Victor,68
C957,Ella,68
C119,Mona,68
C991,Frank,68
C532,Tom,69
C459,Uma,69
C163,Frank,69
C357,Wendy,70
C601,Queenie,70
C964,Tom,70
C271,Xander,70
C319,Wendy,70
C279,Alice,70
C307,Henry,70
C662,Isla,70
C1032,Karen,71
C722,Henry,71
C642,David,71
C704,Wendy,71
C374,Frank,72
C929,Uma,72
C913,Charlie,72
C1061,Frank,72
C168,David,72
C124,Karen,72
C253,Leo,72
C635,Ella,72
C366,Ray,72
C536,Nate,73
C372,Frank,73
C470,Jack,73
C1036,Alice,73
C137,Zack,73
C682,Tom,73
C754,Mona,73
C383,Wendy,73
C684,Yara,73
C384,Yara,73
C160,Karen,73
C876,Ella,73
C519,Leo,73
C425,David,73
C903,Xander,74
C732,Paul,74
C573,Victor,74
C231,Henry,74
C666,Jack,74
C396,Nate,74
C531,Leo,74
C984,Bob,74
C606,Charlie,74
C661,David,75
C654,Henry,75
C919,Zack,75
C745,Wendy,75
C286,Frank,75
C1063,David,75
C452,Alice,75
C466,Karen,75
C454,Victor,75
C908,Karen,75
C890,Tom,76
C978,Ella,76
C880,Isla,76
C303,Ray,76
C323,Leo,76
C156,Alice,76
C165,Wendy,77
C112,Ella,77
C111,Ella,77
C628,Leo,77
C981,Charlie,77
C889,Isla,77
C147,Leo,77
C792,Nate,77
C504,Grace,77
C451,Queenie,77
C946,Zack,77
C295,Wendy,77
C720,Uma,78
C881,Uma,78
C742,Leo,78
C975,Uma,78
C738,Ray,78
C833,Mona,78
C809,Mona,78
C906,Ray,78
C1100,David,78
C229,Karen,78
C266,Yara,78
C335,David,78
C586,Olivia,78
C431,Leo,78
C298,Sara,78
C534,Uma,78
C1020,Uma,79
C737,Henry,79
C700,Sara,79
C435,Isla,79
C245,Xander,79
C537,Olivia,79
C912,Charlie,79
C750,Bob,79
C421,Charlie,80
C844,Queenie,80
C723,Xander,80
C819,Queenie,80
C538,Ella,80
C510,David,80
C780,Nate,80
C741,Grace,80
C148,Tom,81
C497,Grace,81
C362,Jack,81
C287,Victor,81
C650,Ray,81
C791,Uma,81
C789,Alice,81
C1064,Nate,81
C593,Ray,81
C591,Wendy,81
C811,Tom,82
C159,Wendy,82
C1065,Tom,82
C429,Nate,82
C848,Victor,82
C575,Zack,82
C1010,Xander,82
C1042,Olivia,82
C375,Frank,82
C944,David,82
C485,Sara,82
C296,Leo,82
C755,Olivia,83
C646,Tom,83
C837,Frank,83
C540,Ray,83
C997,Zack,83
C640,Xander,83
C810,Tom,83
C801,Grace,83
C206,Leo,83
C699,Tom,83
C1091,David,83
C952,Mona,83
C731,Frank,83
C377,Paul,83
C683,Frank,84
C843,Zack,84
C963,Sara,85
C424,Victor,85
C391,Grace,85
C634,Isla,85
C842,Zack,85
C694,Charlie,85
C203,Queenie,85
C161,Yara,85
C621,Yara,86
C449,Paul,86
C730,Jack,86
C464,Paul,86
C633,Karen,86
C344,David,86
C1053,Tom,86
C703,Jack,86
C491,Victor,86
C701,Wendy,86
C802,Leo,86
C790,Frank,86
C1081,Sara,86
C994,Uma,87
C358,Grace,87
C821,Sara,87
C321,Karen,87
C768,Uma,87
C559,Charlie,87
C858,Sara,87
C1017,Leo,87
C1092,David,87
C141,Jack,87
C587,Yara,88
C440,Sara,88
C259,Ray,88
C632,Henry,88
C1086,Nate,89
C589,Jack,89
C644,Bob,89
C108,Ella,89
C484,Bob,89
C341,Isla,89
C487,Henry,89
C481,Alice,89
C343,Sara,89
C766,Isla,89
C406,Jack,89
C527,Leo,89
C208,Charlie,89
C886,Yara,89
C799,Wendy,89
C511,Ella,89
C899,Yara,90
C581,Tom,90
C769,Bob,90
C336,Uma,90
C136,Uma,90
C868,Mona,90
C911,Victor,90
C378,Mona,91
C250,Jack,91
C162,Sara,91
C570,Xander,91
C663,Bob,91
C194,David,91
C612,Grace,91
C207,Uma,91
C155,Frank,92
C482,Wendy,92
C855,Karen,92
C530,Tom,92
C338,Charlie,92
C1044,Paul,92
C727,Ray,92
C334,Isla,92
C405,Charlie,93
C227,Yara,93
C232,Olivia,93
C798,Ray,93
C615,Bob,93
C117,Charlie,93
C925,David,93
C120,David,93
C1062,Bob,93
C138,Mona,93
C131,Ray,93
C213,Grace,93
C276,Isla,93
C715,Nate,93
C1047,Charlie,94
C533,Ella,94
C350,Charlie,94
C224,Sara,94
C941,Ray,94
C813,Tom,94
C367,Leo,94
C289,Sara,94
C651,Uma,94
C184,Henry,94
C695,Karen,94
C618,David,94
C198,Uma,95
C1060,Queenie,95
C630,Karen,95
C935,Alice,95
C757,Ray,95
C1068,Frank,95
C862,Xander,95
C130,Yara,96
C129,Xander,96
C247,Xander,96
C373,Jack,96
C1000,Ray,96
C907,Tom,96
C415,Ella,96
C257,Frank,96
C499,Ray,96
C838,Queenie,96
C222,Ray,96
C580,Grace,96
C564,Ella,96
C1040,Sara,96
C872,Tom,96
C969,David,97
C1057,Charlie,97
C965,Tom,97
C836,Bob,97
C489,Tom,97
C242,Uma,97
C707,Victor,97
C196,Nate,97
C685,Nate,98
C337,Xander,98
C927,Mona,98
C562,Charlie,98
C549,Grace,98
C398,Henry,98
C973,Charlie,98
C462,Queenie,98
C972,David,98
C574,Bob,98
C427,Olivia,99
C444,David,99
C387,Alice,99
C413,Isla,99
C521,Uma,100
C360,Yara,100
C566,Bob,100
C188,Alice,100
C446,Mona,100
C705,Wendy,100
C725,Nate,100
C513,Paul,100
C970,Isla,101
C256,Tom,101
C270,Alice,101
C330,Wendy,101
C409,Henry,101
C153,Frank,101
C199,Zack,102
C924,Xander,102
C947,Zack,102
C940,Queenie,102
C399,Olivia,102
C280,Wendy,102
C648,Leo,102
C982,Grace,102
C686,David,102
C251,Nate,103
C959,Queenie,103
C815,Xander,103
C1024,Wendy,103
C1084,Paul,103
C402,Karen,103
C243,Ray,103
C114,Karen,103
C949,Queenie,104
C325,Uma,104
C503,Bob,104
C453,David,104
C665,Uma,104
C152,Charlie,104
C894,Jack,104
C268,Paul,104
C473,Frank,104
C719,Bob,105
C419,Uma,105
C317,Uma,105
C441,Frank,105
C667,Zack,105
C638,Xander,105
C1056,Zack,105
C220,Ella,105
C191,Mona,105
C263,Xander,105
C1077,Victor,106
C712,Ella,106
C488,Mona,106
C512,Frank,106
C656,Henry,106
C652,Wendy,106
C1075,Tom,106
C928,Yara,106
C726,Ray,106
C126,Mona,106
C281,Sara,106
C803,Wendy,107
C1059,Alice,107
C595,Queenie,107
C775,Alice,107
C713,Sara,107
C316,Alice,107
C795,Paul,107
C476,Karen,107
C762,Victor,107
C958,Mona,107
C1038,Ella,108
C346,Queenie,108
C895,Paul,108
C107,Sara,108
C582,Henry,108
C515,Zack,108
C1082,Bob,108
C146,Sara,108
C861,Zack,108
C299,David,108
C1079,Paul,108
C450,Xander,108
C518,Alice,109
C264,Karen,109
C255,Charlie,109
C608,Ella,109
C613,Yara,109
C1058,Bob,110
C1005,Victor,110
C290,Bob,110
C368,Paul,110
C493,Isla,110
C882,Nate,110
C230,Sara,110
C900,Zack,110
C624,Queenie,110
C254,Henry,110
C659,Ella,110
C598,Leo,110
C834,Jack,110
C508,Wendy,111
C835,Paul,111
C845,Mona,111
C134,Ray,111
C411,Paul,111
C986,Henry,111
C520,Ella,111
C457,Karen,111
C460,Victor,112
C758,Bob,112
C272,Frank,112
C546,Tom,112
C241,Charlie,112
C176,Frank,112
C590,David,113
C326,Zack,113
C233,Ray,113
C629,Sara,113
C320,Isla,113
C639,Jack,113
C169,Olivia,113
C468,Henry,113
C436,Uma,113
C748,Sara,113
C824,Karen,113
C649,Ella,113
C182,Sara,113
C743,Leo,114
C1048,Paul,114
C614,Nate,114
C173,Victor,114
C260,Isla,114
C417,Grace,114
C956,Henry,114
C948,Ray,114
C522,Sara,115
C125,Ella,115
C288,Queenie,115
C478,Sara,115
C189,Sara,115
C291,Sara,115
C183,Grace,115
C212,Uma,116
C200,Zack,116
C1083,Grace,116
C240,Wendy,116
C691,Paul,116
C339,Jack,116
C708,David,116
C109,Frank,117
C702,Frank,117
C123,Paul,117
C234,Zack,117
C209,Bob,117
C690,Frank,117
C517,Jack,117
C361,Nate,117
C921,Sara,117
C331,Ella,117
C873,Karen,117
C1085,Sara,118
C678,Zack,118
C214,Isla,118
C1094,Frank,118
C395,Bob,118
C867,Xander,118
C788,Tom,118
C910,Frank,118
C328,Leo,118
C1023,Olivia,118
C877,Uma,118
C228,Paul,118
C1031,David,118
C353,Yara,118
C140,Queenie,119
C479,Paul,119
C202,Leo,119
C363,Tom,119
C356,Grace,119
C318,Henry,119
C631,Jack,119
C554,Queenie,119
C585,Wendy,119
C218,Ella,119
C110,Sara,119
C187,Yara,119
C306,Ray,119
C826,Leo,119
C332,Leo,120
C744,Sara,120
C1026,Grace,120
C620,Victor,120
C655,Leo,120
