CustomerID,CustomerName,EstimatedTime
C276,Isla,93
C277,Frank,22
C278,Charlie,41
C279,Alice,70
C280,Wendy,102
C281,Sara,106
C282,Zack,18
C283,Sara,55
C284,Wendy,59
C285,Grace,55
C286,Frank,75
C287,Victor,81
C288,Queenie,115
C289,Sara,94
C290,Bob,110
C291,Sara,115
C292,Victor,67
C293,Yara,63
C294,Ray,68
C295,Wendy,77
C296,Leo,82
C297,Grace,36
C298,Sara,78
C299,David,108
C300,Isla,25
C301,Xander,66
C302,Wendy,55
C303,Ray,76
C304,Wendy,15
C305,Charlie,16
C306,Ray,119
C307,Henry,70
C308,Olivia,34
C309,Leo,30
C310,Bob,58
C311,Frank,26
C312,Xander,65
C313,Wendy,32
C314,David,18
C315,Paul,31
C316,Alice,107
C317,Uma,105
C318,Henry,119
C319,Wendy,70
C320,Isla,113
C321,Karen,87
C322,Karen,51
C323,Leo,76
C324,Wendy,53
C325,Uma,104
C326,Zack,113
C327,Tom,17
C328,Leo,118
C329,Xander,34
C330,Wendy,101
C331,Ella,117
C332,Leo,120
C333,Alice,22
C334,Isla,92
C335,David,78
C336,Uma,90
C337,Xander,98
C338,Charlie,92
C339,Jack,116
C340,Jack,22
C341,Isla,89
C342,Tom,39
C343,Sara,89
C344,David,86
C345,Xander,24
C346,Queenie,108
C347,Grace,40
C348,Xander,45
C349,Ray,66
C350,Charlie,94
C351,Nate,22
C352,Ray,27
C353,Yara,118
C354,Paul,61
C355,Bob,20
C356,Grace,119
C357,Wendy,70
C358,Grace,87
C359,Tom,67
C360,Yara,100
C361,Nate,117
C362,Jack,81
C363,Tom,119
C364,Tom,20
C365,Wendy,49
C366,Ray,72
C367,Leo,94
C368,Paul,110
C369,Uma,19
C370,Paul,59
C371,David,53
C372,Frank,73
C373,Jack,96
C374,Frank,72
C375,Frank,82
C376,Mona,63
C377,Paul,83
C378,Mona,91
C379,Jack,16
C380,Charlie,54
C381,David,27
C382,Bob,59
C383,Wendy,73
C384,Yara,73
C385,Jack,39
C386,Uma,20
C387,Alice,99
C388,Ella,16
C389,Isla,24
C390,Yara,15
C391,Grace,85
C392,David,37
C393,Ella,38
C394,Frank,26
C395,Bob,118
C396,Nate,74
C397,Charlie,37
C398,Henry,98
C399,Olivia,102
C400,Frank,50
C401,Olivia,48
C402,Karen,103
C403,Bob,42
C404,Karen,40
C405,Charlie,93
C406,Jack,89
C407,Yara,54
C408,Isla,58
C409,Henry,101
C410,Zack,48
C411,Paul,111
C412,Alice,18
C413,Isla,99
C414,Xander,36
C415,Ella,96
C416,Bob,62
C417,Grace,114
C418,Ella,19
C419,Uma,105
C420,Mona,56
C421,Charlie,80
C422,Ella,32
C423,Wendy,66
C424,Victor,85
C425,David,73
C426,Uma,40
C427,Olivia,99
C428,Paul,34
C429,Nate,82
C430,Olivia,68
C431,Leo,78
C432,Alice,53
C433,Jack,63
C434,Henry,25
C435,Isla,79
C436,Uma,113
C437,Grace,43
C438,Xander,32
C439,Leo,56
C440,Sara,88
C441,Frank,105
C442,Grace,37
C443,Henry,28
C444,David,99
C445,Frank,42
C446,Mona,100
C447,Yara,27
C448,Grace,58
C449,Paul,86
C450,Xander,108
C451,Queenie,77
C452,Alice,75
C453,David,104
C454,Victor,75
C455,Victor,39
C456,Victor,19
C457,Karen,111
C458,Victor,68
C459,Uma,69
C460,Victor,112
C461,Wendy,40
C462,Queenie,98
C463,Leo,31
C464,Paul,86
C465,Zack,45
C466,Karen,75
C467,Alice,42
C468,Henry,113
C469,Victor,28
C470,Jack,73
C471,Nate,31
C472,Ella,55
C473,Frank,104
C474,Alice,53
C475,Bob,16
C476,Karen,107
C477,Alice,55
C478,Sara,115
C479,Paul,119
C480,Nate,52
C481,Alice,89
C482,Wendy,92
C483,Nate,45
C484,Bob,89
C485,Sara,82
C486,David,28
C487,Henry,89
C488,Mona,106
C489,Tom,97
C490,Jack,18
C491,Victor,86
C492,Alice,47
C493,Isla,110
C494,Grace,59
C495,Grace,32
C496,Yara,56
C497,Grace,81
C498,Mona,54
C499,Ray,96
C500,Jack,16
C501,Zack,37
C502,Alice,20
C503,Bob,104
C504,Grace,77
C505,Ray,24
C506,Nate,48
C507,Alice,41
C508,Wendy,111
C509,Isla,16
C510,David,80
C511,Ella,89
C512,Frank,106
C513,Paul,100
C514,Karen,28
C515,Zack,108
C516,Victor,65
C517,Jack,117
C518,Alice,109
C519,Leo,73
C520,Ella,111
C521,Uma,100
C522,Sara,115
C523,Nate,61
C524,Grace,23
C525,David,44
C526,Wendy,22
C527,Leo,89
C528,Alice,64
C529,Ella,22
C530,Tom,92
C531,Leo,74
C532,Tom,69
C533,Ella,94
C534,Uma,78
C535,Grace,50
C536,Nate,73
C537,Olivia,79
C538,Ella,80
C539,David,56
C540,Ray,83
C541,Olivia,38
C542,Ella,40
C543,Paul,39
C544,Xander,50
C545,Yara,30
C546,Tom,112
C547,Yara,54
C548,Charlie,20
C549,Grace,98
C550,Jack,50
C551,Tom,26
C552,Zack,37
C553,Yara,37
C554,Queenie,119
C555,Olivia,28
C556,Tom,40
C557,Frank,59
C558,Ella,26
C559,Charlie,87
C560,Paul,18
C561,Frank,64
C562,Charlie,98
C563,Nate,56
C564,Ella,96
C565,Zack,25
C566,Bob,100
C567,Queenie,30
C568,Olivia,50
C569,Mona,52
C570,Xander,91
C571,Uma,41
C572,Henry,43
C573,Victor,74
C574,Bob,98
C575,Zack,82
C576,Olivia,63
C577,Sara,64
C578,Victor,63
C579,Yara,58
C580,Grace,96
C581,Tom,90
C582,Henry,108
C583,Wendy,61
C584,Zack,49
C585,Wendy,119
C586,Olivia,78
C587,Yara,88
C588,Queenie,29
C589,Jack,89
C590,David,113
C591,Wendy,81
C592,Victor,56
C593,Ray,81
C594,Charlie,46
C595,Queenie,107
C596,Olivia,21
C597,Paul,31
C598,Leo,110
C599,Leo,19
C600,Henry,22
C601,Queenie,70
C602,Ella,24
C603,Bob,35
C604,Ella,53
C605,Karen,53
C606,Charlie,74
C607,Alice,49
C608,Ella,109
C609,Jack,42
C610,Victor,58
C611,Charlie,31
C612,Grace,91
C613,Yara,109
C614,Nate,114
C615,Bob,93
C616,Henry,25
C617,Wendy,58
C618,David,94
C619,Zack,62
C620,Victor,120
C621,Yara,86
C622,Bob,50
C623,Wendy,20
C624,Queenie,110
C625,Nate,25
C626,Yara,36
C627,Grace,41
C628,Leo,77
C629,Sara,113
C630,Karen,95
C631,Jack,119
C632,Henry,88
C633,Karen,86
C634,Isla,85
C635,Ella,72
C636,Queenie,65
C637,Charlie,26
C638,Xander,105
C639,Jack,113
C640,Xander,83
C641,Yara,50
C642,David,71
C643,Frank,21
C644,Bob,89
C645,Olivia,16
C646,Tom,83
C647,Ella,34
C648,Leo,102
C649,Ella,113
C650,Ray,81
C651,Uma,94
C652,Wendy,106
C653,Mona,57
C654,Henry,75
C655,Leo,120
C656,Henry,106
C657,Mona,21
C658,Ella,48
C659,Ella,110
C660,Zack,46
C661,David,75
C662,Isla,70
C663,Bob,91
C664,Paul,32
C665,Uma,104
C666,Jack,74
C667,Zack,105
C668,Isla,33
C669,Zack,63
C670,Yara,58
C671,Jack,17
C672,Jack,36
C673,Sara,22
C674,Victor,28
C675,Yara,32
C676,Charlie,33
C677,Sara,23
C678,Zack,118
C679,Henry,63
C680,Jack,25
C681,Nate,58
C682,Tom,73
C683,Frank,84
C684,Yara,73
C685,Nate,98
C686,David,102
C687,Yara,46
C688,Henry,54
C689,Uma,54
C690,Frank,117
C691,Paul,116
C692,Olivia,50
C693,Leo,56
C694,Charlie,85
C695,Karen,94
C696,Yara,50
C697,Tom,16
C698,Sara,62
C699,Tom,83
C700,Sara,79
C701,Wendy,86
C702,Frank,117
C703,Jack,86
C704,Wendy,71
C705,Wendy,100
C706,Ray,22
C707,Victor,97
C708,David,116
C709,Bob,16
C710,Queenie,25
C711,Olivia,39
C712,Ella,106
C713,Sara,107
C714,Yara,26
C715,Nate,93
C716,Ella,61
C717,Nate,68
C718,Olivia,67
C719,Bob,105
C720,Uma,78
C721,Karen,68
C722,Henry,71
C723,Xander,80
C724,Henry,36
C725,Nate,100
C726,Ray,106
C727,Ray,92
C728,Ella,43
C729,Ella,25
C730,Jack,86
C731,Frank,83
C732,Paul,74
C733,Ray,19
C734,Frank,40
C735,Queenie,55
C736,Zack,17
C737,Henry,79
C738,Ray,78
C739,Olivia,36
C740,David,39
C741,Grace,80
C742,Leo,78
C743,Leo,114
C744,Sara,120
C745,Wendy,75
C746,Olivia,16
C747,Leo,15
C748,Sara,113
C749,Ella,31
C750,Bob,79
C751,Ray,16
C752,Victor,39
C753,Ella,42
C754,Mona,73
C755,Olivia,83
C756,Grace,36
C757,Ray,95
C758,Bob,112
C759,Bob,34
C760,Queenie,32
C761,Ray,25
C762,Victor,107
C763,Isla,56
C764,Isla,24
C765,Ella,62
C766,Isla,89
C767,Charlie,25
C768,Uma,87
C769,Bob,90
C770,Paul,54
C771,Yara,44
C772,Ella,49
C773,Yara,18
C774,Olivia,53
C775,Alice,107
C776,Bob,30
C777,Tom,15
C778,Leo,50
C779,Yara,66
C780,Nate,80
C781,Alice,34
C782,Sara,66
C783,Victor,23
C784,Bob,60
C785,Leo,24
C786,Bob,55
C787,Sara,29
C788,Tom,118
C789,Alice,81
C790,Frank,86
C791,Uma,81
C792,Nate,77
C793,Charlie,24
C794,Leo,58
C795,Paul,107
C796,Leo,47
C797,Isla,25
C798,Ray,93
C799,Wendy,89
C800,Leo,22
C801,Grace,83
C802,Leo,86
C803,Wendy,107
C804,Sara,30
C805,Wendy,39
C806,Paul,30
C807,Uma,55
C808,Wendy,57
C809,Mona,78
C810,Tom,83
C811,Tom,82
C812,Karen,57
C813,Tom,94
C814,Yara,26
C815,Xander,103
C816,Yara,33
C817,Yara,29
C818,Tom,64
C819,Queenie,80
C820,Olivia,38
C821,Sara,87
C822,Mona,51
C823,Mona,54
C824,Karen,113
C825,Uma,52
C826,Leo,119
C827,Charlie,63
C828,Victor,22
C829,Xander,53
C830,Charlie,36
C831,Olivia,41
C832,Queenie,64
C833,Mona,78
C834,Jack,110
C835,Paul,111
C836,Bob,97
C837,Frank,83
C838,Queenie,96
C839,Paul,38
C840,Yara,54
C841,Bob,34
C842,Zack,85
C843,Zack,84
C844,Queenie,80
C845,Mona,111
C846,Karen,36
C847,Xander,27
C848,Victor,82
C849,Paul,60
C850,Frank,68
C851,Yara,24
C852,Queenie,30
C853,Olivia,37
C854,Sara,50
C855,Karen,92
C856,Olivia,59
C857,Queenie,61
C858,Sara,87
C859,Uma,22
C860,Mona,51
C861,Zack,108
C862,Xander,95
C863,Mona,46
C864,Olivia,16
C865,Zack,19
C866,Charlie,21
C867,Xander,118
C868,Mona,90
C869,David,68
C870,Mona,59
C871,Jack,25
C872,Tom,96
C873,Karen,117
C874,Uma,36
C875,Ella,53
C876,Ella,73
C877,Uma,118
C878,Bob,23
C879,Bob,57
C880,Isla,76
C881,Uma,78
C882,Nate,110
C883,Jack,45
C884,Olivia,18
C885,Alice,63
C886,Yara,89
C887,Wendy,27
C888,Tom,50
C889,Isla,77
C890,Tom,76
C891,Victor,23
C892,Frank,23
C893,Yara,24
C894,Jack,104
C895,Paul,108
C896,Uma,58
C897,Alice,50
C898,Leo,42
C899,Yara,90
C900,Zack,110
C901,Nate,60
C902,Henry,65
C903,Xander,74
C904,Tom,34
C905,Isla,35
C906,Ray,78
C907,Tom,96
C908,Karen,75
C909,Wendy,18
C910,Frank,118
C911,Victor,90
C912,Charlie,79
C913,Charlie,72
C914,Henry,65
C915,Isla,66
C916,Charlie,53
C917,David,21
C918,Frank,24
C919,Zack,75
C920,Henry,62
C921,Sara,117
C922,Henry,36
C923,Olivia,30
C924,Xander,102
C925,David,93
C926,Olivia,56
C927,Mona,98
C928,Yara,106
C929,Uma,72
C930,Zack,42
C931,Henry,20
C932,Charlie,31
C933,Charlie,65
C934,Sara,53
C935,Alice,95
C936,Grace,27
C937,Zack,16
C938,Sara,23
C939,Nate,18
C940,Queenie,102
C941,Ray,94
C942,Uma,30
C943,Karen,37
C944,David,82
C945,Ella,31
C946,Zack,77
C947,Zack,102
C948,Ray,114
C949,Queenie,104
C950,Henry,66
C951,Alice,19
C952,Mona,83
C953,Tom,39
C954,Sara,19
C955,Bob,34
C956,Henry,114
C957,Ella,68
C958,Mona,107
C959,Queenie,103
C960,Henry,19
C961,Alice,30
C962,Jack,65
C963,Sara,85
C964,Tom,70
C965,Tom,97
C966,Isla,16
C967,Leo,19
C968,Paul,65
C969,David,97
C970,Isla,101
C971,Henry,24
C972,David,98
C973,Charlie,98
C974,Alice,68
C975,Uma,78
C976,Karen,31
C977,Frank,67
C978,Ella,76
C979,Charlie,37
C980,Bob,25
C981,Charlie,77
C982,Grace,102
C983,Alice,17
C984,Bob,74
C985,Jack,26
C986,Henry,111
C987,Ella,16
C988,Uma,28
C989,Ray,23
C990,Xander,62
C991,Frank,68
C992,Sara,64
C993,Queenie,29
C994,Uma,87
C995,Paul,57
C996,Ella,52
C997,Zack,83
C998,Ray,15
C999,Queenie,52
C1000,Ray,96
C1001,Zack,45
C1002,Olivia,44
C1003,Leo,31
C1004,Nate,22
C1005,Victor,110
C1006,Uma,37
C1007,Tom,18
C1008,Charlie,17
C1009,Ray,19
C1010,Xander,82
C1011,Ray,48
C1012,David,66
C1013,Nate,27
C1014,Sara,67
C1015,Tom,36
C1016,Isla,65
C1017,Leo,87
C1018,Bob,17
C1019,Uma,37
C1020,Uma,79
C1021,Wendy,21
C1022,Frank,46
C1023,Olivia,118
C1024,Wendy,103
C1025,Sara,66
C1026,Grace,120
C1027,Zack,66
C1028,Mona,38
C1029,Ray,32
C1030,Bob,38
C1031,David,118
C1032,Karen,71
C1033,Tom,54
C1034,Frank,66
C1035,Olivia,54
C1036,Alice,73
C1037,David,64
C1038,Ella,108
C1039,Paul,38
C1040,Sara,96
C1041,Zack,54
C1042,Olivia,82
C1043,Mona,61
C1044,Paul,92
C1045,Paul,28
C1046,Xander,34
C1047,Charlie,94
C1048,Paul,114
C1049,Ella,53
C1050,Olivia,53
C1051,Charlie,57
C1052,Xander,61
C1053,Tom,86
C1054,David,30
C1055,Paul,45
C1056,Zack,105
C1057,Charlie,97
C1058,Bob,110
C1059,Alice,107
C1060,Queenie,95
C1061,Frank,72
C1062,Bob,93
C1063,David,75
C1064,Nate,81
C1065,Tom,82
C1066,Xander,26
C1067,Ray,66
C1068,Frank,95
C1069,Xander,30
C1070,Zack,44
C1071,Ella,31
C1072,Sara,50
C1073,Uma,50
C1074,Jack,42
C1075,Tom,106
C1076,Charlie,55
C1077,Victor,106
C1078,Victor,67
C1079,Paul,108
C1080,Jack,45
C1081,Sara,86
C1082,Bob,108
C1083,Grace,116
C1084,Paul,103
C1085,Sara,118
C1086,Nate,89
C1087,Victor,60
C1088,Bob,41
C1089,Leo,17
C1090,Olivia,66
C1091,David,83
C1092,David,87
C1093,Leo,50
C1094,Frank,118
C1095,Alice,63
C1096,David,16
C1097,Tom,20
C1098,Grace,62
C1099,Isla,28
C1100,David,78
