CustomerID,CustomerName,EstimatedTime
C311,Frank,26
C551,Tom,26
C394,Frank,26
C210,Alice,26
C174,Henry,26
C113,Nate,25
C434,Henry,25
C300,Isla,25
C565,Zack,25
C505,Ray,24
C139,Alice,24
C345,Xander,24
C389,Isla,24
C524,Grace,23
C150,Paul,23
C529,Ella,22
C526,Wendy,22
C600,Henry,22
C340,Jack,22
C226,Frank,22
C248,Ray,22
C277,Frank,22
C333,Alice,22
C351,Nate,22
C596,Olivia,21
C548,Charlie,20
C133,Yara,20
C355,Bob,20
C364,Tom,20
C386,Uma,20
C502,Alice,20
C456,Victor,19
C144,Leo,19
C599,Leo,19
C418,Ella,19
C269,Sara,19
C369,Uma,19
C560,Paul,18
C195,Ray,18
C314,David,18
C282,Zack,18
C490,Jack,18
C128,Alice,18
C412,Alice,18
C142,Yara,17
C103,Zack,17
C104,Mona,17
C179,Xander,17
C327,Tom,17
C246,Isla,17
C236,Ray,16
C509,Isla,16
C305,Charlie,16
C500,Jack,16
C379,Jack,16
C388,Ella,16
C205,Grace,16
C475,Bob,16
C304,Wendy,15
C171,Queenie,15
C390,Yara,15
