CustomerID,CustomerName,EstimatedTime
C276,Isla,93
C277,Frank,22
C278,Charlie,41
C279,Alice,70
C280,Wendy,102
C281,Sara,106
C282,Zack,18
C283,Sara,55
C284,Wendy,59
C285,Grace,55
C286,Frank,75
C287,Victor,81
C288,Queenie,115
C289,Sara,94
C290,Bob,110
C291,Sara,115
C292,Victor,67
C293,Yara,63
C294,Ray,68
C295,Wendy,77
C296,Leo,82
C297,Grace,36
C298,Sara,78
C299,David,108
C300,Isla,25
C301,Xander,66
C302,Wendy,55
C303,Ray,76
C304,Wendy,15
C305,Charlie,16
C306,Ray,119
C307,Henry,70
C308,Olivia,34
C309,Leo,30
C310,Bob,58
C311,Frank,26
C312,Xander,65
C313,Wendy,32
C314,David,18
C315,Paul,31
C316,Alice,107
C317,Uma,105
C318,Henry,119
C319,Wendy,70
C320,Isla,113
C321,Karen,87
C322,Karen,51
C323,Leo,76
C324,Wendy,53
C325,Uma,104
C326,Zack,113
C327,Tom,17
C328,Leo,118
C329,Xander,34
C330,Wendy,101
C331,Ella,117
C332,Leo,120
C333,Alice,22
C334,Isla,92
C335,David,78
C336,Uma,90
C337,Xander,98
C338,Charlie,92
C339,Jack,116
C340,Jack,22
C341,Isla,89
C342,Tom,39
C343,Sara,89
C344,David,86
C345,Xander,24
C346,Queenie,108
C347,Grace,40
C348,Xander,45
C349,Ray,66
C350,Charlie,94
C351,Nate,22
C352,Ray,27
C353,Yara,118
C354,Paul,61
C355,Bob,20
C356,Grace,119
C357,Wendy,70
C358,Grace,87
C359,Tom,67
C360,Yara,100
C361,Nate,117
C362,Jack,81
C363,Tom,119
C364,Tom,20
C365,Wendy,49
C366,Ray,72
C367,Leo,94
C368,Paul,110
C369,Uma,19
C370,Paul,59
C371,David,53
C372,Frank,73
C373,Jack,96
C374,Frank,72
C375,Frank,82
C376,Mona,63
C377,Paul,83
C378,Mona,91
C379,Jack,16
C380,Charlie,54
C381,David,27
C382,Bob,59
C383,Wendy,73
C384,Yara,73
C385,Jack,39
C386,Uma,20
C387,Alice,99
C388,Ella,16
C389,Isla,24
C390,Yara,15
C391,Grace,85
C392,David,37
C393,Ella,38
C394,Frank,26
C395,Bob,118
C396,Nate,74
C397,Charlie,37
C398,Henry,98
C399,Olivia,102
C400,Frank,50
C401,Olivia,48
C402,Karen,103
C403,Bob,42
C404,Karen,40
C405,Charlie,93
C406,Jack,89
C407,Yara,54
C408,Isla,58
C409,Henry,101
C410,Zack,48
C411,Paul,111
C412,Alice,18
C413,Isla,99
C414,Xander,36
C415,Ella,96
C416,Bob,62
C417,Grace,114
C418,Ella,19
C419,Uma,105
C420,Mona,56
C421,Charlie,80
C422,Ella,32
C423,Wendy,66
C424,Victor,85
C425,David,73
C426,Uma,40
C427,Olivia,99
C428,Paul,34
C429,Nate,82
C430,Olivia,68
C431,Leo,78
C432,Alice,53
C433,Jack,63
C434,Henry,25
C435,Isla,79
C436,Uma,113
C437,Grace,43
C438,Xander,32
C439,Leo,56
C440,Sara,88
C441,Frank,105
C442,Grace,37
C443,Henry,28
C444,David,99
C445,Frank,42
C446,Mona,100
C447,Yara,27
C448,Grace,58
C449,Paul,86
C450,Xander,108
C451,Queenie,77
C452,Alice,75
C453,David,104
C454,Victor,75
C455,Victor,39
C456,Victor,19
C457,Karen,111
C458,Victor,68
C459,Uma,69
C460,Victor,112
C461,Wendy,40
C462,Queenie,98
C463,Leo,31
C464,Paul,86
C465,Zack,45
C466,Karen,75
C467,Alice,42
C468,Henry,113
C469,Victor,28
C470,Jack,73
C471,Nate,31
C472,Ella,55
C473,Frank,104
C474,Alice,53
C475,Bob,16
C476,Karen,107
C477,Alice,55
C478,Sara,115
C479,Paul,119
C480,Nate,52
C481,Alice,89
C482,Wendy,92
C483,Nate,45
C484,Bob,89
C485,Sara,82
C486,David,28
C487,Henry,89
C488,Mona,106
C489,Tom,97
C490,Jack,18
C491,Victor,86
C492,Alice,47
C493,Isla,110
C494,Grace,59
C495,Grace,32
C496,Yara,56
C497,Grace,81
C498,Mona,54
C499,Ray,96
C500,Jack,16
C501,Zack,37
C502,Alice,20
C503,Bob,104
C504,Grace,77
C505,Ray,24
C506,Nate,48
C507,Alice,41
C508,Wendy,111
C509,Isla,16
C510,David,80
C511,Ella,89
C512,Frank,106
C513,Paul,100
C514,Karen,28
C515,Zack,108
C516,Victor,65
C517,Jack,117
C518,Alice,109
C519,Leo,73
C520,Ella,111
C521,Uma,100
C522,Sara,115
C523,Nate,61
C524,Grace,23
C525,David,44
C526,Wendy,22
C527,Leo,89
C528,Alice,64
C529,Ella,22
C530,Tom,92
C531,Leo,74
C532,Tom,69
C533,Ella,94
C534,Uma,78
C535,Grace,50
C536,Nate,73
C537,Olivia,79
C538,Ella,80
C539,David,56
C540,Ray,83
C541,Olivia,38
C542,Ella,40
C543,Paul,39
C544,Xander,50
C545,Yara,30
C546,Tom,112
C547,Yara,54
C548,Charlie,20
C549,Grace,98
C550,Jack,50
C551,Tom,26
C552,Zack,37
C553,Yara,37
C554,Queenie,119
C555,Olivia,28
C556,Tom,40
C557,Frank,59
C558,Ella,26
C559,Charlie,87
C560,Paul,18
C561,Frank,64
C562,Charlie,98
C563,Nate,56
C564,Ella,96
C565,Zack,25
C566,Bob,100
C567,Queenie,30
C568,Olivia,50
C569,Mona,52
C570,Xander,91
C571,Uma,41
C572,Henry,43
C573,Victor,74
C574,Bob,98
C575,Zack,82
C576,Olivia,63
C577,Sara,64
C578,Victor,63
C579,Yara,58
C580,Grace,96
C581,Tom,90
C582,Henry,108
C583,Wendy,61
C584,Zack,49
C585,Wendy,119
C586,Olivia,78
C587,Yara,88
C588,Queenie,29
C589,Jack,89
C590,David,113
C591,Wendy,81
C592,Victor,56
C593,Ray,81
C594,Charlie,46
C595,Queenie,107
C596,Olivia,21
C597,Paul,31
C598,Leo,110
C599,Leo,19
C600,Henry,22
